# BUSCO version is: 5.0.0 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of species: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Score	Length
39650at2759	Missing
83779at2759	Missing
87842at2759	Complete	g1022.t1	523.0	653
97116at2759	Fragmented	g1799.t1	101.8	410
100698at2759	Missing
142542at2759	Fragmented	g271.t1	63.1	319
156083at2759	Missing
160593at2759	Missing
166920at2759	Missing
176625at2759	Missing
179362at2759	Complete	g729.t1	703.1	1286
245208at2759	Missing
257318at2759	Missing
261328at2759	Missing
261419at2759	Missing
270107at2759	Missing
271586at2759	Missing
290630at2759	Complete	g1277.t1	694.7	627
293315at2759	Missing
296129at2759	Missing
299766at2759	Missing
306227at2759	Missing
320059at2759	Missing
324863at2759	Missing
325552at2759	Missing
330169at2759	Missing
331411at2759	Missing
341721at2759	Missing
345441at2759	Missing
355408at2759	Missing
369837at2759	Fragmented	g1954.t1	83.6	213
375960at2759	Complete	g1301.t1	274.8	354
383503at2759	Missing
388820at2759	Missing
390348at2759	Missing
392369at2759	Missing
396755at2759	Missing
418107at2759	Missing
426305at2759	Missing
450058at2759	Missing
453044at2759	Missing
457861at2759	Complete	g203.t1	55.1	148
464990at2759	Missing
491869at2759	Missing
513979at2759	Missing
543764at2759	Missing
549762at2759	Complete	g1631.t1	482.2	422
551907at2759	Missing
570797at2759	Fragmented	g1454.t1	62.2	167
582756at2759	Missing
598949at2759	Missing
604979at2759	Missing
621827at2759	Missing
625387at2759	Missing
655400at2759	Missing
664730at2759	Missing
671536at2759	Fragmented	g549.t1	229.3	213
671846at2759	Missing
673132at2759	Missing
674160at2759	Missing
674169at2759	Missing
679187at2759	Missing
679771at2759	Missing
687505at2759	Missing
692986at2759	Missing
708105at2759	Missing
719531at2759	Missing
720340at2759	Missing
721605at2759	Missing
722805at2759	Missing
734341at2759	Complete	g1778.t1	103.1	161
734666at2759	Missing
736068at2759	Missing
751335at2759	Complete	g1261.t1	234.7	253
759498at2759	Missing
761109at2759	Complete	g556.t1	420.0	410
768809at2759	Missing
774318at2759	Complete	g1227.t1	319.4	292
777920at2759	Missing
779909at2759	Missing
801857at2759	Complete	g209.t1	99.4	169
814241at2759	Missing
817008at2759	Missing
834694at2759	Missing
836599at2759	Complete	g2176.t1	399.4	285
844748at2759	Complete	g2009.t1	124.7	361
855834at2759	Missing
858842at2759	Missing
865202at2759	Missing
866359at2759	Missing
869548at2759	Missing
878143at2759	Missing
887370at2759	Missing
891751at2759	Missing
898782at2759	Missing
901894at2759	Duplicated	g656.t1	342.2	334
901894at2759	Duplicated	g656.t2	336.3	341
905026at2759	Missing
911863at2759	Missing
917326at2759	Missing
918816at2759	Missing
919955at2759	Complete	g555.t1	243.3	270
923657at2759	Missing
924753at2759	Missing
931188at2759	Fragmented	g1251.t2	56.7	165
937275at2759	Complete	g2103.t1	47.8	132
937686at2759	Missing
939345at2759	Complete	g458.t1	80.2	119
944899at2759	Missing
946128at2759	Missing
956854at2759	Complete	g483.t1	170.6	166
973442at2759	Complete	g195.t1	88.1	159
974865at2759	Complete	g922.t1	200.1	219
975158at2759	Missing
975557at2759	Complete	g75.t1	533.3	471
976469at2759	Missing
981902at2759	Missing
996662at2759	Missing
1001705at2759	Missing
1003258at2759	Missing
1010730at2759	Missing
1014314at2759	Duplicated	g1411.t1	242.6	215
1014314at2759	Duplicated	g1411.t2	242.3	215
1018517at2759	Missing
1019762at2759	Missing
1025450at2759	Complete	g1816.t1	160.4	355
1030907at2759	Missing
1032689at2759	Missing
1038775at2759	Missing
1041560at2759	Missing
1049599at2759	Missing
1051021at2759	Missing
1053181at2759	Missing
1057950at2759	Missing
1065019at2759	Missing
1076134at2759	Missing
1079130at2759	Missing
1079827at2759	Missing
1085752at2759	Missing
1087488at2759	Fragmented	g405.t2	85.6	120
1090038at2759	Missing
1094121at2759	Missing
1096688at2759	Missing
1106766at2759	Missing
1107630at2759	Missing
1108845at2759	Missing
1111142at2759	Missing
1112002at2759	Missing
1115196at2759	Fragmented	g2154.t1	65.5	151
1128607at2759	Missing
1129824at2759	Missing
1138059at2759	Missing
1157302at2759	Missing
1161199at2759	Missing
1173229at2759	Missing
1178688at2759	Missing
1182451at2759	Missing
1193442at2759	Missing
1194691at2759	Missing
1194797at2759	Complete	g911.t1	462.4	429
1197019at2759	Missing
1200489at2759	Missing
1217666at2759	Missing
1220881at2759	Missing
1222562at2759	Missing
1223488at2759	Missing
1228942at2759	Missing
1233814at2759	Complete	g1587.t1	156.8	121
1236198at2759	Missing
1247641at2759	Missing
1248958at2759	Missing
1249159at2759	Complete	g709.t1	120.4	152
1251252at2759	Missing
1257440at2759	Complete	g2178.t1	181.4	128
1258856at2759	Missing
1259741at2759	Missing
1260807at2759	Missing
1264469at2759	Missing
1266231at2759	Missing
1269244at2759	Duplicated	g8.t2	78.7	110
1269244at2759	Duplicated	g8.t1	78.6	110
1269649at2759	Complete	g193.t1	265.0	165
1275837at2759	Missing
1284731at2759	Missing
1287094at2759	Missing
1287401at2759	Missing
1291729at2759	Missing
1304061at2759	Missing
1309031at2759	Missing
1312453at2759	Missing
1314980at2759	Missing
1322299at2759	Missing
1322642at2759	Missing
1323575at2759	Complete	g873.t1	158.8	113
1324510at2759	Complete	g1574.t1	276.0	273
1338131at2759	Missing
1339553at2759	Missing
1342242at2759	Missing
1346165at2759	Missing
1346432at2759	Missing
1348942at2759	Missing
1355894at2759	Complete	g1767.t1	213.8	141
1358374at2759	Missing
1364586at2759	Missing
1370285at2759	Missing
1370304at2759	Duplicated	g136.t2	261.4	459
1370304at2759	Duplicated	g136.t3	261.2	459
1377237at2759	Complete	g1505.t1	141.2	133
1379600at2759	Missing
1380409at2759	Missing
1382842at2759	Missing
1395649at2759	Missing
1398309at2759	Missing
1404162at2759	Missing
1405073at2759	Missing
1405146at2759	Missing
1407446at2759	Missing
1421503at2759	Missing
1423847at2759	Missing
1426075at2759	Complete	g2175.t1	33.4	78
1428265at2759	Complete	g311.t1	170.3	200
1428854at2759	Missing
1430056at2759	Fragmented	g1273.t1	82.2	78
1432328at2759	Missing
1434266at2759	Missing
1440961at2759	Missing
1441854at2759	Missing
1442062at2759	Missing
1445102at2759	Missing
1450538at2759	Missing
1454155at2759	Complete	g2047.t1	86.1	90
1455730at2759	Missing
1459797at2759	Missing
1474000at2759	Missing
1479417at2759	Complete	g1666.t1	237.7	311
1488235at2759	Missing
1488436at2759	Complete	g327.t1	123.2	62
1490022at2759	Missing
1504863at2759	Missing
1513531at2759	Missing
1525971at2759	Missing
1526152at2759	Missing
1530008at2759	Missing
1538526at2759	Missing
1545004at2759	Missing
1552706at2759	Missing
1558822at2759	Missing
1563319at2759	Fragmented	g1614.t1	32.8	85
1567796at2759	Complete	g251.t1	143.8	132
1575179at2759	Missing
1576404at2759	Complete	g1406.t1	115.0	188
1588798at2759	Missing
1593937at2759	Missing
1617752at2759	Missing
1620056at2759	Missing
1623701at2759	Missing
1626636at2759	Missing
1633672at2759	Missing
1645187at2759	Missing
